Size Category,Est. Enrollment,University,# Contacts,Contact Names,Contact Emails
"Large (30,000–49,999)",35000,University of Texas at San Antonio,4,Experiential Learning & Internships | Student Organizations Office | Dean of Students Office | University Communications,experientiallearning@utsa.edu | studentorgs@utsa.edu | deanofstudents@utsa.edu | universitycommunications@utsa.edu
"Large (30,000–49,999)",35000,Ohio University – Online,6,OHIO Online | College of Business (Schey Sales Centre / Business Office) | Department of Economics | Career and Leadership Development Center | Experiential Learning & Internships,online@ohio.edu | business@ohio.edu | economics@ohio.edu | career@ohio.edu | experientiallearning@ohio.edu
"Large (30,000–49,999)",35000,Ohio University Chillicothe,7,Ohio University Chillicothe Campus Office | College of Business | Department of Economics | Career and Leadership Development Center | Experiential Learning & Internships,chillicothe@ohio.edu | business@ohio.edu | economics@ohio.edu | career@ohio.edu | experientiallearning@ohio.edu
"Large (30,000–49,999)",35000,Ohio University Eastern,7,Ohio University Eastern Campus Office | College of Business | Department of Economics | Career and Leadership Development Center | Experiential Learning & Internships,eastern@ohio.edu | business@ohio.edu | economics@ohio.edu | career@ohio.edu | experientiallearning@ohio.edu
"Large (30,000–49,999)",35000,Ohio University Firelands,7,Ohio University Firelands Campus Office | College of Business | Department of Economics | Career and Leadership Development Center | Experiential Learning & Internships,firelands@ohio.edu | business@ohio.edu | economics@ohio.edu | career@ohio.edu | experientiallearning@ohio.edu
"Large (30,000–49,999)",35000,Ohio University Lancaster,7,Ohio University Lancaster Campus Office | College of Business | Department of Economics | Career and Leadership Development Center | Experiential Learning & Internships,lancaster@ohio.edu | business@ohio.edu | economics@ohio.edu | career@ohio.edu | experientiallearning@ohio.edu
"Large (30,000–49,999)",35000,Ohio University Southern,7,Ohio University Southern Campus Office | College of Business | Department of Economics | Career and Leadership Development Center | Experiential Learning & Internships,southern@ohio.edu | business@ohio.edu | economics@ohio.edu | career@ohio.edu | experientiallearning@ohio.edu
"Large (30,000–49,999)",35000,Ohio University Zanesville,7,Ohio University Zanesville Campus Office | College of Business | Department of Economics | Career and Leadership Development Center | Experiential Learning & Internships,zanesville@ohio.edu | business@ohio.edu | economics@ohio.edu | career@ohio.edu | experientiallearning@ohio.edu
"Large (30,000–49,999)",35000,Temple University – Online,6,Fox School of Business | Dr. M. Moshe Porat | Career Center | Corporate & Foundation Relations | Student Affairs,foxinfo@temple.edu | foxinfo@temple.edu | hire@temple.edu | cfr@temple.edu | studentaffairs@temple.edu
"Large (30,000–49,999)",35000,University of South Carolina – Online,5,Darla Moore School of Business | Dr. Robert C. Jones | USC Online | Career Center | Admissions Office,business@moore.sc.edu | rcjones@moore.sc.edu | online@sc.edu | careercenter@sc.edu | admissions@sc.edu
"Large (30,000–49,999)",35000,University of South Carolina Aiken,5,School of Business Administration | Dr. Michael J. Johnson | Career Services | Student Affairs | Admissions Office,business@usca.edu | mjohnson@usca.edu | careercenter@usca.edu | studentaffairs@usca.edu | admissions@usca.edu
"Large (30,000–49,999)",35000,University of South Carolina Beaufort,5,School of Business Administration | Dr. Michael Lee | Career Services | Student Affairs | Admissions Office,business@uscb.edu | mlee@uscb.edu | careerservices@uscb.edu | studentaffairs@uscb.edu | admissions@uscb.edu
"Large (30,000–49,999)",35000,University of South Carolina Sumter,5,School of Business Administration | Dr. John White | Career Services | Student Affairs | Admissions Office,business@uscs.edu | jwhite@uscs.edu | careerservices@uscs.edu | studentaffairs@uscs.edu | admissions@uscs.edu
"Large (30,000–49,999)",35000,University of South Carolina Union,5,Academic Affairs Office | Dr. John White | Career Services | Student Affairs | Admissions Office,academics@uscunion.sc.edu | jwhite@uscunion.sc.edu | careerservices@uscunion.sc.edu | studentaffairs@uscunion.sc.edu | admissions@uscunion.sc.edu
"Large (30,000–49,999)",35000,University of South Carolina–Lancaster,8,"Albert Blackmon | Stan Emanuel | Courtney Catledge | Shemsi Alhaddad, Ph.D. | Bridgette Plexico",albert.blackmon@sc.edu | emanuell@mailbox.sc.edu | catledge@email.sc.edu | alhaddad@mailbox.sc.edu | bplexico@mailbox.sc.edu
"Large (30,000–49,999)",35000,University of South Carolina–Salkehatchie,8,John H. Lummus | April Cone | Bethany Marcinkowski | Susan Winsor | Kim M. Rucker,lummusj@mailbox.sc.edu | conea@mailbox.sc.edu | marcinkb@mailbox.sc.edu | winsors@mailbox.sc.edu | ruckerk@mailbox.sc.edu
"Large (30,000–49,999)",34000,University of Tennessee (Knoxville),9,UTK Real Estate Club (student org) | Haslam College of Business – Main Office | Andy Puckett | Scott Roark | Craig Ruff,haslamengaged@utk.edu | Haslam@utk.edu | pucketta@utk.edu | rroark4@utk.edu | cruff@utk.edu
"Large (30,000–49,999)",34000,University of Tennessee at Martin,13,"Department of Accounting, Economics & Finance – Chair | Patrick Baker | Yu-Ho Chi | Anthony Delmond | Finance/Economics Faculty (various)",pmoore44@utm.edu | pbaker13@utm.edu | ychi5@utm.edu | adelmond@utm.edu | aeffaculty@utm.edu 
"Large (30,000–49,999)",34000,University of Utah,12,Utah Real Estate Club (Student Org) | James Wood | David Eccles School of Business – Main Office | Taylor Randall | Department of Finance – Main Office,studentorgs@utah.edu | james.wood@eccles.utah.edu | business@eccles.utah.edu | dean@eccles.utah.edu | finance@eccles.utah.edu
"Large (30,000–49,999)",34000,University of Tennessee – Online,5,Haslam College of Business | Dr. Joseph A. Alley | UT Online | Career Services | Office of Admissions,business@utk.edu | jalley@utk.edu | utonline@utk.edu | careercenter@utk.edu | admissions@utk.edu
"Large (30,000–49,999)",34000,University of Illinois Chicago (UIC),7,Real Estate Club at UIC (via Business Student Organizations) | Stuart Handler Department of Real Estate | College of Business Administration | Department of Economics | Career Services,uicbusiness@uic.edu | realestate@uic.edu | uicbusiness@uic.edu | econ@uic.edu | careerservices@uic.edu
"Large (30,000–49,999)",33000,Brigham Young University,12,BYU Real Estate Association | Student Leadership & Organizations | Dr. David M. Layton | Rollins Center for Entrepreneurship & Technology | Department of Finance,marriottschool@byu.edu | studentleadership@byu.edu | david_layton@byu.edu | rollinscenter@byu.edu | finance@byu.edu
"Large (30,000–49,999)",33000,Colorado State University,6,Beth Walker | College of Business | Jay Weiser | Career Management Center | Career Center,beth.walker@colostate.edu | business@colostate.edu | jay.weiser@colostate.edu | bizcareers@colostate.edu | careercenter@colostate.edu
"Large (30,000–49,999)",33000,Columbia University (CBS),11,Columbia Business School Real Estate Association | Paul Milstein Center for Real Estate | Stijn Van Nieuwerburgh | Christopher Mayer | Tomasz Piskorski,studentaffairs@gsb.columbia.edu | realestate@gsb.columbia.edu | svnieuwerburgh@gsb.columbia.edu | cm310@columbia.edu | tp2252@gsb.columbia.edu
"Large (30,000–49,999)",33000,Columbia University,1,Center for Career Education,careereducation@columbia.edu
"Large (30,000–49,999)",33000,Colorado State University – Global,8,College of Business Office | Economics & Finance Programs | Career Services | Employer Partnerships | Student Engagement Team,business@csuglobal.edu | economics@csuglobal.edu | careers@csuglobal.edu | employerrelations@csuglobal.edu | studentengagement@csuglobal.edu
"Large (30,000–49,999)",33000,Colorado State University Pueblo,8,"College of Business | Department of Accounting, Finance & Economics | Academic Affairs | Career Center | Student Life & Engagement",business@csupueblo.edu | afe@csupueblo.edu | provost@csupueblo.edu | careers@csupueblo.edu | studentlife@csupueblo.edu
"Large (30,000–49,999)",32000,University of Connecticut,8,Real Estate Society | Anup Agrawal | Corey Phelps | Center for Real Estate & Urban Economic Studies | School of Business Career Development Office,realestate@uconn.edu | anup.agrawal@uconn.edu | corey.phelps@uconn.edu | realestate@uconn.edu | businesscareers@uconn.edu
"Large (30,000–49,999)",32000,Auburn University,10,Auburn Real Estate Society | John Hardin | Center for Real Estate Development (CRED) | Harbert College of Business | Department of Finance,cred@auburn.edu | jhardin@auburn.edu | cred@auburn.edu | harbertcollege@auburn.edu | finance@auburn.edu
"Large (30,000–49,999)",32000,University at Buffalo,12,UB Real Estate Club (UBREC) | School of Architecture & Planning – MSRED Office | Finance Department – UB School of Management | Veljko Fotak | Scott Laing,ubrealestate@buffalo.edu | msred@buffalo.edu  | 347finance@buffalo.edu  | veljkofo@buffalo.edu | scottlai@buffalo.edu
"Large (30,000–49,999)",32000,University of Connecticut – Stamford,8,"Office of Student Activities – Stamford Campus | Katherine Pancak, Professor-in-Residence | Erica Granoff | Center for Career Readiness and Life Skills – Stamford | Office of Student Activities – Stamford Campus",StamfordActivities@uconn.edu | katherine.pancak@uconn.edu | stamfordstudentservices@uconn.edu | careercenterstamford@uconn.edu | StamfordActivities@uconn.edu
"Large (30,000–49,999)",32000,University of Pittsburgh,10,Pitt Real Estate Club (routed via College) | College of Business Administration | Department of Finance | Center for Urban & Social Research | Graduate School of Public & International Affairs,cba@pitt.edu | cba@pitt.edu | finance@katz.pitt.edu | cusrs@pitt.edu | gsPIA@pitt.edu
"Large (30,000–49,999)",32000,Washington State University,10,Carson College of Business | Department of Finance & Management Information Systems | School of Economic Sciences | Real Estate Club (WSU) | Student Involvement & Leadership,carson@wsu.edu | finance@wsu.edu | ses@wsu.edu | involvement@wsu.edu | involvement@wsu.edu
"Large (30,000–49,999)",32000,University of Pittsburgh – Bradford,5,"Division of Business, Economics & Entrepreneurship | Dr. Catherine Farrell | Career Development Center | Student Affairs | Admissions Office",business@upb.pitt.edu | cfarrell@pitt.edu | career@upb.pitt.edu | studentaffairs@upb.pitt.edu | admissions@upb.pitt.edu
"Large (30,000–49,999)",32000,University of Pittsburgh at Greensburg,5,Division of Business & Economics | Dr. Catherine Farrell | Career Development Center | Student Affairs | Admissions Office,business@pitt.edu | cfarrell@pitt.edu | career@pitt.edu | studentaffairs@pitt.edu | admissions@pitt.edu
"Large (30,000–49,999)",32000,University of Pittsburgh at Johnstown,5,Division of Business & Economics | Dr. Paul Hennigan | Career Development Center | Student Affairs | Admissions Office,business@upj.pitt.edu | phennigan@upj.pitt.edu | careers@upj.pitt.edu | studentaffairs@upj.pitt.edu | admissions@upj.pitt.edu
"Large (30,000–49,999)",32000,University of Connecticut (Storrs),6,Center for Real Estate & Urban Economic Studies | Finance Department | School of Business Dean’s Office | Center for Career Readiness & Life Skills | Student Activities Office,realestate@uconn.edu | finance@uconn.edu | undergrad.business@uconn.edu | career@uconn.edu | studentactivities@uconn.edu
"Large (30,000–49,999)",31000,"California State University, Sacramento",16,"James (Jim) Kehr | Center for Real Estate & Land Use (CRELU) | Annette Nellen, CPA, Esq. | Lynn Kennedy, PhD | Department of Finance Office",jkehr@csus.edu | crelu@csus.edu | anellen@csus.edu | kennedy@csus.edu | finance@csus.edu
"Large (30,000–49,999)",31000,University of Kentucky,12,Real Estate Club (UK Real Estate Club) | Shaun Sanders | Gatton College – Graham Office of Career Management | Gatton College – Employer Engagement | Gatton College – Finance Support Admin,engagement@uky.edu | shaun.sanders@uky.edu | mandy.connelly@uky.edu | hayley.hollenberg@uky.edu | michelle.baker@uky.edu
"Large (30,000–49,999)",31000,University of Massachusetts Amherst,10,UMass Real Estate Club | Isenberg Undergraduate Programs Office | Office of Career Success – Isenberg | Jeffrey G. Robert | Tiffany Appleton,umassrealestate@gmail.com | undergrad@isenberg.umass.edu | careersuccess@isenberg.umass.edu | jrobert@isenberg.umass.edu | tiffany.appleton@umass.edu
"Large (30,000–49,999)",31000,University of Missouri (Columbia),10,Center for Real Estate Studies | Department of Finance – Main Office | Trulaske College of Business – Dean’s Office | Real Estate Club (Mizzou) | Trulaske Business Career Services,realestate@missouri.edu | finance@missouri.edu | business@missouri.edu | getinvolved@missouri.edu | businesscareers@missouri.edu
"Large (30,000–49,999)",31000,University of Missouri–St. Louis,10,Real Estate & Land Use Institute (RELU) | Pierre-Yves “Peter” Nédélec | College of Business Administration Dean’s Office | Department of Finance | Economics Department Office,relu@umsl.edu | nedelecp@umsl.edu | business@umsl.edu | finance@umsl.edu | economics@umsl.edu
"Large (30,000–49,999)",31000,University of Texas at Dallas,6,J. Erik Jonsson School / JSOM – Real Estate Program Office | Finance & Managerial Economics Faculty (Real Estate–adjacent) | Office of Student Organizations | Experiential Learning Programs | Dean of Students Office,jsomug@utdallas.edu | finance@utdallas.edu | studentorgs@utdallas.edu | experientiallearning@utdallas.edu | deanofstudents@utdallas.edu
"Large (30,000–49,999)",31000,University of Missouri – Online,5,Trulaske College of Business | Dr. Brian Klaas | Mizzou Online | MU Career Center | Office of Admissions,busadmin@missouri.edu | klaasb@missouri.edu | online@missouri.edu | career@missouri.edu | admissions@missouri.edu
